[Retainability,HOSR,RSRP,RSRQ,SINR,Throughput,Distance,FaultCause]
0.994,0.98,-66.906,-17.905,15.4,118.343,0.919,7
0.994,0.979,-69.446,-17.913,15.066,121.278,0.889,7
0.989,0.96,-74.614,-17.952,12.345,95.359,0.858,7
1,1,-72.221,-17.476,14.588,121.156,0.841,7
1,1,-69.397,-17.931,14.897,130.933,0.92,7
1,1,-71.509,-17.648,14.56,95.585,0.854,7
0.984,0.914,-71.304,-17.764,14.564,118.165,0.852,7
0.994,0.974,-67.391,-17.77,14.859,135.978,0.828,7
0.995,0.98,-72.152,-17.895,14.898,110.032,0.864,7
0.995,0.978,-70.6,-17.811,14.416,98.834,0.856,7
0.995,0.979,-69.798,-17.841,14.954,118.402,0.879,7
0.995,0.978,-69.795,-17.739,15.552,113.928,0.846,7
0.994,0.978,-68.627,-18.105,13.684,111.204,0.851,7
0.994,0.981,-69.745,-17.946,15.233,128.499,0.854,7
0.995,0.978,-68.441,-17.826,15.414,118.862,0.846,7
0.994,0.977,-68.095,-18.039,15.612,128.566,0.875,7
0.945,0.824,-67.715,-17.829,15.605,128.566,0.852,7
0.994,0.98,-71.13,-18.002,15.77,120.914,0.883,7
0.989,0.959,-73.119,-18.311,15.141,113.472,0.901,7
0.983,0.919,-71.531,-18.133,15.298,124.034,0.888,7
0.989,0.98,-70.429,-18.232,14.358,99.128,0.881,7
1,1,-68.988,-17.804,16.237,148.841,0.876,7
0.994,0.975,-71.743,-17.998,14.943,127.484,0.863,7
1,1,-71.705,-17.994,14.774,124.034,0.888,7
1,1,-71.716,-17.9,14.885,118.981,0.886,7
1,1,-72.369,-17.915,15.344,138.768,0.895,7
0.994,0.98,-74.596,-18.076,14.569,122.074,0.878,7
1,1,-73.904,-17.836,14.588,98.668,0.873,7
1,1,-72.56,-17.707,14.612,108.744,0.865,7
1,1,-74.029,-17.662,14.578,141.573,0.875,7
1,1,-71.449,-17.93,15.859,153.434,0.891,7
1,1,-70.564,-17.797,15.767,121.156,0.856,7
0.981,0.941,-72.089,-17.972,15.57,108.908,0.887,7
0.994,0.981,-72.867,-18.011,14.665,113.227,0.895,7
0.995,0.978,-73.249,-17.919,14.65,118.165,0.917,7
1,1,-72.478,-17.921,14.466,128.309,0.855,7
0.99,0.964,-70.736,-17.99,15.236,104.425,0.894,7
0.994,0.971,-72.895,-17.742,14.982,128.499,0.865,7
0.995,0.977,-74.224,-17.656,14.321,98.93,0.864,7
0.989,0.964,-70.405,-18.186,14.096,113.928,0.852,7
0.995,0.979,-73.174,-17.97,14.764,111.079,0.898,7
0.983,0.919,-73.098,-17.977,15.014,127.507,0.875,7
1,1,-70.645,-17.813,14.944,127.606,0.9,7
0.994,0.98,-71.119,-17.837,15.22,121.278,0.85,7
0.994,0.982,-70.126,-18.179,16.155,123.608,0.901,7
1,1,-69.024,-17.898,15.83,153.238,0.883,7
0.994,0.979,-72.432,-17.886,14.198,111.204,0.886,7
1,1,-73.161,-18.043,14.129,108.874,0.904,7
0.977,0.905,-72.365,-17.712,15.798,121.278,0.861,7
0.988,0.943,-74.03,-17.787,13.73,105.553,0.866,7
0.995,0.979,-74.696,-18.087,12.922,102.962,0.877,7
1,1,-71.757,-17.86,14.668,121.19,0.874,7
0.984,0.948,-73.623,-18.02,14.457,98.767,0.884,7
0.995,0.952,-71.641,-17.977,15.711,98.93,0.871,7
0.989,0.957,-72.881,-17.936,13.593,93.654,0.877,7
0.994,0.981,-73.138,-18.042,15.32,104.281,0.891,7
0.979,0.913,-72.322,-17.916,14.768,108.799,0.896,7
0.989,0.957,-70.883,-17.775,14.51,106.48,0.889,7
0.989,0.967,-70.696,-17.706,15.229,103.717,0.858,7
1,1,-74.006,-18.246,14.278,111.1,0.924,7
1,1,-72.36,-18.338,15.553,108.874,0.911,7
0.994,0.978,-73.53,-18.101,14.285,99.228,0.881,7
0.994,0.974,-71.649,-18.243,15.583,108.481,0.89,7
1,1,-73.511,-17.876,15.428,120.721,0.864,7
1,1,-71.45,-17.884,16.173,148.189,0.901,7
1,1,-73.327,-18.145,14.889,123.91,0.887,7
1,1,-73.016,-17.76,14.64,116.05,0.891,7
0.987,0.966,-72.088,-18.468,14.588,97.195,0.908,7
0.995,0.975,-74.538,-17.68,14.457,99.261,0.877,7
1,1,-73.308,-17.902,15.099,123.662,0.913,7
1,1,-73.202,-17.937,15.815,110.079,0.907,7
1,1,-71.217,-18.124,14.981,108.874,0.921,7
1,1,-70.784,-17.853,16.498,128.499,0.908,7
0.995,0.979,-73.626,-18.217,14.35,94.08,0.886,7
1,1,-72.063,-18.004,15.634,105.724,0.895,7
0.994,0.971,-75.97,-18.082,14.728,103.135,0.882,7
0.995,0.962,-71.758,-17.986,15.133,98.668,0.914,7
1,1,-74.293,-18.282,12.8,105.101,0.887,7
0.989,0.949,-73.306,-17.876,15.388,113.928,0.886,7
0.995,0.976,-72.385,-18.023,14.754,96.374,0.853,7
1,1,-72.345,-18.3,15.086,115.208,0.906,7
1,1,-77.772,-18.124,13.207,93.882,0.906,7
0.989,0.962,-72.154,-18.086,15.473,98.923,0.926,7
0.982,0.971,-75.322,-18.295,13.899,99.228,0.938,7
0.989,0.953,-74.882,-18.67,13.335,113.814,0.913,7
1,1,-72.441,-18.273,14.898,96.374,0.901,7
0.967,0.896,-71.807,-18.06,15.352,102.294,0.891,7
1,1,-71.773,-18.238,16.013,118.165,0.882,7
0.989,0.949,-72.919,-17.937,15.65,98.736,0.912,7
0.989,0.976,-74.108,-18.17,14.684,113.847,0.921,7
0.994,0.957,-72.657,-18.117,15.556,118.402,0.851,7
0.973,0.891,-74.109,-17.865,14.77,113.847,0.931,7
0.994,0.973,-72.463,-17.862,14.853,118.521,0.895,7
0.979,0.925,-73.228,-17.914,14.831,113.501,0.894,7
0.978,0.938,-72.312,-17.927,14.988,103.837,0.859,7
1,1,-74.74,-17.928,14.573,100.148,0.898,7
0.995,0.98,-73.681,-18.462,14.503,113.928,0.903,7
0.989,0.956,-73.919,-18.079,14.597,113.009,0.93,7
0.989,0.959,-72.529,-18.481,15.205,99.228,0.92,7
0.985,0.939,-73.771,-18.133,15.035,98.668,0.881,7
0.984,0.965,-75.437,-18.165,14.007,98.767,0.915,7
0.994,1,-72.052,-18.214,14.425,124.068,0.897,7
1,1,-70.004,-18.327,16.081,114.096,0.869,7
1,1,-73.619,-18.267,13.772,103.784,0.855,7
0.988,0.947,-71.504,-18.228,15.093,131.384,0.86,7
0.986,0.95,-70.869,-18.327,14.54,124.034,0.899,7
1,1,-70.786,-18.102,15.715,143.788,0.878,7
1,1,-71.424,-18.134,15.455,113.847,0.882,7
1,1,-70.994,-18.558,15.286,104.078,0.893,7
0.994,0.978,-70.087,-17.802,15.514,133.399,0.933,7
0.994,0.98,-71.963,-18.243,15.081,121.278,0.871,7
0.994,0.976,-72.371,-18.144,15.24,121.278,0.858,7
1,1,-70.48,-17.996,16.089,121.173,0.853,7
0.994,0.976,-69.017,-18.323,15.345,128.695,0.903,7
1,1,-70.824,-18.073,15.463,118.521,0.925,7
1,1,-71.689,-18.131,14.997,107.402,0.892,7
0.994,1,-71.363,-18.401,13.947,118.402,0.93,7
0.988,0.962,-69.781,-18.268,16.58,121.278,0.9,7
0.988,0.958,-71.415,-18.386,15.558,103.888,0.887,7
0.994,0.983,-69.346,-18.389,15.027,99.228,0.906,7
0.994,0.977,-69.364,-18.186,15.899,128.628,0.914,7
1,1,-70.176,-18.118,15.446,123.484,0.883,7
0.973,0.915,-73.297,-18.564,14.143,108.765,0.867,7
0.993,0.974,-72.202,-18.357,14.782,134.826,0.864,7
0.994,1,-72.026,-18.282,14.186,128.499,0.896,7
0.995,0.98,-71.276,-18.289,14.995,113.928,0.879,7
0.989,0.957,-71.823,-18.316,14.032,123.91,0.906,7
0.995,0.976,-70.981,-18.325,14.356,118.402,0.925,7
1,1,-70.492,-17.931,14.985,128.628,0.873,7
0.985,0.938,-72.07,-18.038,14.64,111.446,0.873,7
0.982,0.94,-73.701,-18.343,14.854,138.526,0.911,7
0.994,0.973,-73.912,-18.325,14.446,118.521,0.837,7
0.988,0.952,-70.507,-18.409,15.069,113.847,0.903,7
1,1,-70.137,-18.457,14.78,108.908,0.888,7
0.989,0.951,-73.467,-18.359,13.771,107.399,0.886,7
0.989,0.964,-70.355,-18.204,15.505,114.959,0.891,7
0.994,0.971,-72.701,-18.111,15.174,127.919,0.865,7
0.983,0.95,-72.383,-18.58,13.843,108.799,0.907,7
0.98,0.897,-69.55,-17.853,15.957,118.981,0.848,7
0.994,0.982,-68.647,-18.087,16.073,113.961,0.911,7
0.989,0.969,-71.067,-18.619,16.063,115.987,0.928,7
1,1,-68.632,-18.41,15.088,113.847,0.853,7
0.994,0.97,-74.038,-17.968,14.387,142.214,0.884,7
0.993,0.98,-72.352,-18.295,14.41,128.791,0.939,7
1,1,-71.431,-17.921,14.744,128.628,0.93,7
0.995,0.982,-72.844,-18.3,14.352,105.456,0.882,7
0.993,0.977,-71.041,-17.988,15.03,123.215,0.926,7
1,1,-70.004,-17.809,15.575,146.084,0.896,7
0.994,0.98,-73.456,-18.038,15.144,124.202,0.906,7
0.994,0.973,-74.565,-17.591,15.343,126.165,0.919,7
0.988,0.961,-69.933,-18.166,15.744,124.034,0.912,7
0.995,0.976,-71.362,-18.062,15.983,125.938,0.896,7
0.994,1,-71.433,-18.062,15.591,136.803,0.912,7
0.988,0.955,-73.214,-17.846,15.058,126.163,0.883,7
0.994,0.98,-73.879,-18.034,15.322,123.91,0.927,7
0.994,0.98,-72.939,-17.873,14.88,123.848,0.893,7
0.994,0.983,-70.897,-18.001,15.259,124.034,0.915,7
0.987,0.958,-72.99,-17.853,15.316,128.499,0.926,7
0.978,0.923,-71.745,-17.873,15.774,128.242,0.895,7
0.981,0.929,-71.583,-18.141,15.426,137.617,0.908,7
1,1,-74.047,-18.175,14.974,133.121,0.916,7
0.971,0.904,-69.471,-17.92,16.093,118.862,0.896,7
0.989,0.92,-72.285,-17.592,15.391,143.788,0.892,7
1,1,-71.652,-17.717,15.009,117.599,0.876,7
0.988,0.957,-74.77,-17.677,13.969,109.225,0.898,7
1,1,-72.559,-17.817,15.211,136.436,0.906,7
1,1,-72.485,-18.049,13.582,99.128,0.919,7
0.995,0.977,-72.233,-17.717,16.37,121.278,0.873,7
0.995,0.982,-73.159,-17.912,15.732,104.996,0.906,7
1,1,-70.401,-17.515,15.713,137.609,0.868,7
0.984,0.941,-71.186,-17.927,15.13,103.888,0.883,7
0.988,0.963,-71.413,-17.891,14.984,118.981,0.925,7
0.971,0.909,-72.106,-18.186,14.306,97.13,0.909,7
1,1,-71.727,-17.946,15.57,117.572,0.947,7
1,1,-69.407,-18.166,15.478,117.751,0.918,7
0.985,0.935,-69.573,-17.844,16.001,123.501,0.883,7
0.983,0.948,-72.151,-18.18,14.825,99.369,0.922,7
0.994,0.976,-73.214,-18.047,15.549,118.981,0.927,7
0.994,0.975,-71.952,-17.696,15.216,152.974,0.908,7
0.976,0.931,-74.107,-18.008,14.878,118.981,0.889,7
0.994,0.971,-72.782,-17.665,14.119,138.734,0.874,7
0.986,0.957,-73.586,-18.005,14.696,99.128,0.906,7
0.975,0.907,-72.592,-17.734,15.473,133.254,0.888,7
1,1,-72.144,-18.174,15.197,110.573,0.938,7
0.977,0.904,-72.007,-17.913,15.866,120.914,0.884,7
1,1,-73.491,-18.195,14.629,108.908,0.929,7
1,1,-73.744,-18.161,14.806,138.596,0.937,7
0.984,0.951,-74.115,-18.205,13.913,103.135,0.92,7
0.988,0.958,-72.418,-18.084,16.296,133.28,0.942,7
0.994,0.981,-74.298,-18.003,13.908,121.096,0.916,7
0.994,0.978,-74.707,-18.157,14.876,122.652,0.899,7
0.988,0.952,-71.684,-18.12,15.312,118.402,0.89,7
1,1,-72.028,-18.141,14.868,114.096,0.927,7
0.988,0.958,-71.673,-18.567,13.995,120.914,0.955,7
0.994,0.985,-75.192,-18.269,14.487,111.434,0.953,7
1,1,-72.162,-18.503,15.918,108.799,0.93,7
0.994,0.974,-74.991,-18.066,14.829,113.928,0.909,7
0.994,0.982,-74.392,-18.177,13.663,107.927,0.906,7
0.988,0.971,-74.8,-18.427,14.499,99.128,0.944,7
1,1,-71.984,-18.25,15.272,103.135,0.929,7
0.989,0.958,-72.135,-18.344,16.245,121.156,0.92,7
0.99,0.966,-71.657,-18.098,15.677,99.128,0.92,7
0.989,0.963,-70.638,-18.462,16.755,115.129,0.901,7
1,1,-70.99,-17.697,14.423,117.515,0.961,7
0.995,0.978,-71.495,-18.047,15.332,100.303,0.914,7
1,1,-74.336,-18.24,13.313,113.568,0.971,7
0.994,0.981,-74.439,-17.914,14.208,120.092,0.98,7
0.995,0.978,-68.977,-17.911,16.644,138.596,0.886,7
0.984,0.945,-74.351,-18.075,14.743,105.101,0.948,7
0.977,0.941,-73.797,-18.377,14.848,103.461,0.916,7
0.985,0.933,-75.2,-18.113,14.662,106.706,0.887,7
0.994,0.982,-75.356,-18.322,13.245,94.174,0.873,7
0.989,0.968,-74.217,-18.218,14.18,105.101,0.925,7
0.979,0.937,-74.22,-18.259,15.911,104.177,0.921,7
0.979,0.932,-75.35,-18.27,14.391,113.814,0.959,7
0.995,0.98,-71.245,-17.973,14.52,104.996,0.966,7
0.974,0.917,-74.661,-18.142,14.378,116.779,0.898,7
0.995,0.981,-74.455,-18.244,15.016,117.981,0.914,7
1,1,-71.918,-18.124,16.005,109.334,0.906,7
0.994,0.985,-73.513,-18.275,14.402,93.882,0.922,7
1,1,-73.7,-18.1,15.392,118.981,0.955,7
0.994,0.98,-72.164,-18.031,16.355,108.874,0.915,7
1,1,-72.529,-18.176,15.125,96.374,0.917,7
0.995,0.983,-73.271,-18.279,15.337,98.343,0.934,7
0.99,0.961,-72.176,-18.231,15.505,112.67,0.89,7
0.99,0.983,-74.711,-18.119,15.843,98.668,0.889,7
0.985,0.952,-70.589,-17.991,15.357,97.8,0.914,7
1,1,-72.62,-18.033,15.511,123.778,0.825,7
0.994,0.978,-73.341,-18.1,15.6,124.034,0.859,7
0.989,0.941,-71.98,-18.14,14.855,146.084,0.856,7
1,1,-72.36,-17.91,15.182,128.001,0.868,7
1,1,-73.594,-17.646,14.522,113.928,0.844,7
0.994,0.968,-72.222,-17.797,14.562,145.02,0.839,7
1,1,-73.063,-18.202,15.078,103.784,0.864,7
0.988,0.971,-74.089,-18.453,14.37,108.799,0.906,7
0.989,0.951,-74.718,-18.131,15.141,123.91,0.871,7
1,1,-71.247,-18.048,15.607,108.874,0.858,7
0.994,0.973,-73.891,-18.207,14.612,125.215,0.875,7
0.988,0.952,-71.1,-18.027,14.462,121.278,0.866,7
0.995,0.976,-72.973,-18.397,14.427,123.91,0.865,7
0.989,0.965,-74.369,-18.121,13.66,106.61,0.87,7
0.994,0.964,-72.688,-17.907,15.614,158.363,0.849,7
0.982,0.939,-74.1,-18.144,14.739,126.814,0.897,7
0.993,0.97,-72.687,-17.787,15.391,167.808,0.867,7
0.994,0.957,-72.733,-17.864,15.254,148.692,0.869,7
1,1,-72.085,-17.888,15.541,137.976,0.863,7
0.988,0.958,-71.789,-18.509,16.3,127.598,0.853,7
0.994,0.971,-73.245,-18.224,14.762,128.499,0.864,7
0.994,0.971,-75.571,-18.194,14.008,118.588,0.863,7
0.995,0.977,-72.28,-18.256,14.565,108.874,0.847,7
0.994,0.978,-72.183,-18.282,13.97,105.101,0.871,7
0.982,0.923,-71.583,-18.154,15.263,124.729,0.869,7
1,1,-70.855,-17.625,16.614,160.784,0.855,7
1,1,-74.281,-18.049,14.319,116.552,0.855,7
0.995,0.977,-74.424,-18.122,15.056,109.334,0.876,7
0.99,0.963,-73.953,-18.047,14.5,103.854,0.855,7
0.994,0.977,-74.293,-18.007,13.375,103.135,0.858,7
0.994,0.981,-74.82,-18.405,14.789,113.847,0.865,7
0.989,0.959,-71.943,-18.221,15.985,113.009,0.889,7
0.981,0.939,-72.178,-18.116,14.785,138.734,0.889,7
1,1,-73.864,-18.37,14.162,99.079,0.872,7
0.995,0.975,-73.341,-18.038,15.317,123.08,0.875,7
0.994,0.978,-74.936,-18.094,15.18,128.234,0.88,7
0.989,0.961,-73.67,-18.39,14.85,99.228,0.872,7
0.984,0.932,-72.099,-18.056,16.172,113.009,0.861,7
0.989,0.969,-72.769,-18.592,14.616,113.136,0.879,7
0.988,0.943,-74.358,-17.617,14.529,138.629,0.831,7
0.989,0.964,-73.331,-17.967,13.636,111.434,0.894,7
0.988,0.978,-71.835,-18.289,15.01,126.38,0.873,7
0.994,0.98,-69.982,-18.005,14.748,118.981,0.918,7
0.982,0.915,-72.302,-18.151,15.217,123.215,0.917,7
1,1,-69.556,-18.23,14.285,105.456,0.907,7
1,1,-71.106,-18.324,14.897,113.928,0.982,7
1,1,-69.693,-18.267,15.011,96.374,0.959,7
0.994,0.971,-72.835,-18.148,14.432,123.484,0.919,7
0.995,0.974,-68.907,-17.993,15.632,103.821,0.882,7
0.995,0.976,-73.269,-18.209,14.114,97.947,0.939,7
1,1,-69.603,-18.007,14.755,118.343,0.892,7
1,1,-67.928,-18.26,14.2,98.93,0.904,7
1,1,-72.94,-17.966,14.767,118.862,0.885,7
0.989,0.952,-70.158,-18.026,15.845,113.586,0.944,7
1,1,-68.647,-18.089,13.889,99.128,0.89,7
0.995,0.977,-73.185,-17.848,14.216,96.391,0.875,7
1,1,-72.525,-18.128,14.07,97.873,0.924,7
0.994,0.98,-71.893,-17.971,14.164,109.006,0.867,7
0.988,0.957,-69.537,-18.189,15.084,113.501,0.924,7
0.978,0.897,-67.775,-17.874,15.83,141.031,0.933,7
1,1,-69.162,-18.357,14.204,89.154,0.956,7
0.989,0.967,-71.565,-18.107,15.117,99.494,0.92,7
0.995,0.978,-71.614,-18.258,14.861,108.874,0.942,7
0.995,0.982,-69.891,-18.335,13.399,98.441,0.965,7
0.989,0.962,-69.382,-18.125,16.196,99.228,0.894,7
1,1,-67.989,-17.795,15.56,98.93,0.856,7
0.995,0.981,-72.662,-18.254,15.103,99.228,0.937,7
1,1,-69.959,-18.075,15.865,123.662,0.911,7
0.988,0.953,-70.881,-18.012,14.644,124.034,0.928,7
1,1,-70.191,-18.166,15.336,98.471,0.928,7
0.988,0.962,-72.818,-18.266,13.722,103.358,0.961,7
0.988,0.963,-68.09,-18.19,15.379,112.699,0.886,7
0.994,0.98,-69.667,-18.403,14.241,98.767,0.969,7
0.983,0.925,-70.709,-18.297,14.844,117.655,0.925,7
0.994,0.985,-73.662,-18.425,14.272,103.135,0.984,7
0.995,0.981,-72.832,-18.336,14.318,95.454,0.933,7
1,1,-68.706,-18.051,15.732,116.108,0.934,7
0.995,0.984,-70.155,-18.194,14.87,94.174,0.941,7
0.995,0.98,-70.379,-18.043,14.626,99.079,0.906,7
0.97,0.891,-68.356,-18.191,15.867,98.865,0.915,7
1,1,-72.365,-18.26,13.97,96.374,0.913,7
0.989,0.962,-69.133,-18.015,14.609,113.819,0.937,7
0.984,0.942,-70.974,-18.347,15.693,108.367,0.913,7
0.99,0.962,-70.909,-18.251,13.983,99.228,0.906,7
1,1,-69.827,-17.991,15.146,123.91,0.94,7
0.994,1,-74.234,-18.041,13.168,99.228,0.865,7
0.994,0.972,-67.779,-18.138,15.65,118.165,0.879,7
0.988,0.947,-69.563,-17.736,13.585,118.722,0.846,7
0.995,0.98,-71.679,-18.126,14.26,113.928,0.898,7
1,1,-74.145,-17.909,14.853,121.156,0.88,7
1,1,-70.555,-17.961,14.587,98.93,0.859,7
0.989,0.963,-67.797,-18.151,15.832,126.221,0.883,7
1,1,-70.3,-18.212,15.972,132.205,0.902,7
1,1,-70.001,-18.132,15.501,113.821,0.897,7
0.994,0.977,-69.118,-18.016,15.254,143.788,0.903,7
1,1,-73.89,-18.03,13.2,118.981,0.945,7
1,1,-70.115,-17.994,15.258,143.356,0.889,7
0.994,0.978,-69.09,-17.897,14.651,121.064,0.896,7
1,1,-72.225,-17.959,13.731,99.228,0.907,7
1,1,-70.741,-17.836,16.097,119.015,0.892,7
1,1,-69.751,-18.057,14.61,106.471,0.866,7
0.995,0.971,-72.836,-17.891,14.346,120.914,0.892,7
1,1,-68.772,-18.006,13.272,116.598,0.907,7
0.995,0.978,-69.042,-18.139,14.945,113.928,0.863,7
1,1,-73.371,-18.035,12.834,113.961,0.916,7
1,1,-74.875,-18.079,13.99,98.767,0.94,7
0.994,0.983,-75.282,-18.355,13.78,121.278,0.936,7
0.988,0.964,-73.699,-18.098,13.515,118.503,0.894,7
0.99,0.956,-71.778,-17.772,15.107,121.156,0.865,7
0.993,0.981,-70.328,-18.353,13.009,118.981,0.934,7
0.995,0.976,-69.265,-17.674,15.379,128.499,0.936,7
1,1,-74.972,-17.979,13.648,108.765,0.909,7
1,1,-70.385,-17.875,14.21,123.443,0.939,7
0.988,0.939,-71.225,-18.027,14.423,132.602,0.921,7
0.994,0.982,-69.59,-18.074,13.945,113.501,0.944,7
0.989,0.963,-72.204,-18.129,15.228,128.499,0.87,7
0.994,0.979,-73.537,-18.024,14.29,123.276,0.89,7
0.99,0.951,-68.643,-17.844,15.417,116.224,0.907,7
0.981,0.927,-75.413,-18.121,12.877,96.326,0.899,7
0.989,0.965,-70.503,-18.04,14.755,108.799,0.898,7
0.989,0.96,-71.097,-17.711,14.578,122.721,0.878,7
0.974,0.904,-70.958,-17.911,14.526,113.847,0.903,7
0.988,0.964,-73.243,-18.223,12.632,113.928,0.921,7
1,1,-71.61,-17.884,14.332,108.439,0.912,7
0.995,0.981,-72.223,-18.239,13.479,96.374,0.89,7
0.995,0.98,-75.084,-18.021,13.842,98.767,0.889,7
0.994,0.98,-74.26,-18.797,14.36,113.331,0.938,7
1,1,-77.745,-18.534,13.389,113.961,0.902,7
0.988,0.96,-73.554,-18.328,14.594,118.981,0.925,7
0.994,0.984,-73.624,-18.422,15.627,104.785,0.893,7
0.975,0.932,-74.73,-18.415,15.066,108.547,0.907,7
0.994,0.979,-73.736,-18.426,13.874,108.874,0.905,7
0.994,0.969,-71.246,-17.985,13.693,133.681,0.932,7
0.988,0.96,-70.534,-18.414,14.442,113.961,0.91,7
0.994,0.98,-72.89,-18.679,15.091,102.602,0.918,7
0.994,0.983,-71.596,-18.396,14.536,108.372,0.897,7
0.989,0.962,-72.669,-18.474,15.418,113.961,0.901,7
0.995,0.98,-73.597,-18.472,15.115,97.86,0.881,7
0.98,0.907,-70.873,-18.032,14.705,121.096,0.887,7
0.994,0.976,-73.499,-18.221,14.303,116.224,0.937,7
0.989,0.962,-72.568,-18.566,14.111,118.521,0.94,7
0.982,0.932,-74.258,-18.532,13.956,123.382,0.887,7
0.988,0.959,-69.642,-18.153,15.999,118.981,0.917,7
0.987,0.96,-70.563,-18.634,14.317,128.628,0.929,7
0.987,0.955,-69.777,-18.31,14.33,119.486,0.907,7
1,1,-71.004,-18.174,15.074,150.026,0.905,7
0.989,0.968,-70.761,-18.41,16.435,119.177,0.905,7
0.983,0.933,-71.078,-18.495,15.079,99.128,0.913,7
0.968,0.911,-75.519,-18.637,14.156,90.108,0.894,7
0.978,0.913,-70.862,-18.506,14.963,121.807,0.904,7
0.988,0.953,-70.466,-18.476,15.011,138.318,0.906,7
0.994,0.984,-75.792,-18.534,14.593,113.501,0.906,7
0.994,0.982,-69.493,-18.614,15.505,111.098,0.92,7
0.989,0.952,-73.875,-18.06,13.924,112.089,0.906,7
1,1,-72.241,-18.444,14.62,118.981,0.837,7
1,1,-72.115,-18.465,14.801,113.928,0.94,7
0.979,0.925,-73.585,-18.502,15.513,103.543,0.927,7
0.994,0.982,-73.544,-18.559,15.096,105.561,0.957,7
0.994,0.986,-75.155,-18.715,13.086,103.135,0.944,7
0.995,0.981,-72.756,-18.324,14.565,99.228,0.912,7
0.974,0.938,-69.862,-18.534,13.825,93.687,0.89,7
0.977,0.934,-68.922,-18.337,15.951,99.228,0.912,7
0.995,0.982,-73.762,-18.573,13.974,98.93,0.904,7
0.979,0.933,-72.159,-18.967,14.798,96.607,0.878,7
0.976,0.915,-73.57,-18.385,14.306,101.788,0.908,7
1,1,-73.27,-18.202,16.031,98.93,0.898,7
1,1,-75.386,-18.314,13.301,102.312,0.953,7
0.995,0.979,-72.342,-18.446,14.753,117.572,0.878,7
1,1,-71.768,-17.757,15.23,118.981,0.954,7
0.988,0.966,-70.795,-18.358,15.311,113.586,0.947,7
1,1,-73.49,-18.427,14.784,113.501,0.949,7
0.995,1,-70.119,-18.193,16.367,116.108,0.962,7
0.995,0.98,-70.086,-18.299,16.632,131.976,0.963,7
1,1,-71.358,-18.067,14.724,134.961,0.977,7
0.988,0.957,-72.84,-18.262,14.461,117.869,0.936,7
0.988,0.959,-71.536,-18.467,15.879,124.034,0.968,7
0.994,0.979,-70.263,-18.219,15.006,103.978,0.942,7
1,1,-71.331,-18.244,15.041,108.711,0.97,7
1,1,-72.515,-18.238,15.379,118.981,0.959,7
1,1,-71.199,-18.378,15.903,108.908,0.971,7
0.974,0.921,-70.978,-18.493,15.034,98.767,0.976,7
1,1,-70.134,-18.404,15.261,110.97,0.94,7
0.99,0.962,-71.694,-18.148,14.652,109.006,0.946,7
1,1,-71.463,-18.575,15.97,116.224,0.946,7
0.988,0.956,-71.21,-17.905,15.338,123.944,0.949,7
1,1,-70.347,-17.746,17.264,164.163,0.928,7
0.976,0.918,-71.753,-18.286,14.637,121.278,0.968,7
0.995,0.976,-71.614,-18.008,15.308,109.198,0.996,7
0.995,0.986,-72.376,-18.39,15.165,99.128,0.962,7
0.995,0.976,-72.564,-17.965,15.079,120.307,0.975,7
0.989,0.967,-71.036,-18.556,15.572,98.93,0.952,7
0.979,0.938,-70.54,-18.297,15.368,128.499,0.953,7
0.993,0.978,-71.456,-18.327,15.901,153.895,0.95,7
1,1,-71.621,-18.342,15.356,118.981,0.96,7
0.994,1,-70.671,-18.369,15.08,127.598,0.949,7
0.978,0.943,-70.301,-18.055,15.835,123.773,0.938,7
0.983,0.93,-72.403,-18.331,15.982,118.981,0.938,7
0.995,0.979,-71.654,-18.231,14.997,117.692,0.949,7
1,1,-72.212,-18.166,15.876,133.715,0.953,7
1,1,-71.359,-18.362,14.478,128.242,0.934,7
0.994,0.985,-71.976,-18.61,14.423,97.977,0.986,7
0.97,0.905,-72.148,-18.598,14.686,105.456,0.94,7
0.989,0.967,-72.524,-18.32,15.213,95.585,0.943,7
0.989,0.957,-72.19,-18.28,15.07,118.862,0.976,7
0.994,0.98,-71.519,-18.259,14.535,113.009,0.947,7
1,1,-71.406,-18.417,15.441,102.804,0.96,7
0.976,0.915,-73.111,-18.361,15.049,109.225,0.967,7
0.98,0.926,-70.016,-18.474,16.44,99.228,0.968,7
0.983,0.962,-70.747,-18.411,15.247,111.204,0.963,7
0.994,0.978,-71.752,-18.2,15.148,143.644,0.966,7
1,1,-70.371,-18.019,14.938,131.384,0.928,7
0.986,0.962,-69.825,-18.085,15.64,146.084,0.924,7
1,1,-70.406,-18.154,15.438,113.847,0.894,7
0.994,0.98,-70.335,-17.875,15.983,121.096,0.912,7
1,1,-74.42,-18.185,13.575,111.347,0.928,7
1,1,-71.7,-18.112,13.615,122.532,0.882,7
1,1,-70.316,-18.291,14.624,108.874,0.929,7
1,1,-70.739,-18.002,13.935,113.009,0.939,7
0.994,0.968,-71.2,-17.919,15.355,153.348,0.874,7
0.995,0.981,-68.165,-18.29,16.3,111.204,0.907,7
1,1,-72.947,-18.365,14.737,113.242,0.952,7
1,1,-71.111,-18.014,14.624,160.141,0.877,7
1,1,-70.393,-17.942,14.258,108.874,0.886,7
1,1,-69.525,-18.039,15.581,108.481,0.91,7
1,1,-69.732,-18.279,15.065,113.586,0.916,7
0.989,0.969,-69.566,-18.177,15.216,99.079,0.922,7
